Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№31907804386;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка мини-резцов с режущими вставками для обработки отверстий малых диаметров и твердосплавных резьбовых фрез;;;1;Поставка мини-резцов с режущими вставками для обработки отверстий малых диаметров и твердосплавных резьбовых фрез;1010391.54;RUB;;;;;25.73: Инструмент;25.73: Инструмент;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;23.04.2019;23.04.2019;Закупка завершена;;23.04.2019;08.05.2019;
223-ФЗ;№31907804168;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Закупка токарных режущих пластин;;;1;Закупка токарных режущих пластин;1104960.23;RUB;;;;;25.73: Инструмент;25.73: Инструмент;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;23.04.2019;23.04.2019;Закупка завершена;;23.04.2019;08.05.2019;
223-ФЗ;№31907801070;Прочие;Оказание научно-технической услуги по проведению работ по аттестации методик (методов) измерений;;;1;Оказание научно-технической услуги по проведению работ по аттестации методик (методов) измерений;300000.00;RUB;;;;;71.12.40.120: Услуги в области метрологии;71.12.40.120: Услуги в области метрологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;22.04.2019;22.04.2019;Закупка завершена;;22.04.2019;08.05.2019;
223-ФЗ;№31907800531;Закупка у единственного поставщика (подрядчика, исполнителя);Закупка услуги по техническому обслуживанию и ремонту автомобилей марки Тойота;;;1;Закупка услуги по техническому обслуживанию и ремонту автомобилей марки Тойота;800000.00;RUB;;;;;45.20: Услуги по техническому обслуживанию и ремонту автотранспортных средств;45.20: Услуги по техническому обслуживанию и ремонту автотранспортных средств;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;22.04.2019;22.04.2019;Закупка завершена;;22.04.2019;;
223-ФЗ;№31907796944;Прочие;Поставка комплекса средств защиты информации от несанкционированного доступа (СЗИ от НСД);;;1;Поставка комплекса средств защиты информации от несанкционированного доступа (СЗИ от НСД);528470.00;RUB;;;;;58.29.50: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение;58.29.50: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;22.04.2019;22.04.2019;Закупка завершена;;22.04.2019;29.04.2019;
223-ФЗ;№31907799897;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Закупка сварочно-сборочного стола;;;1;Закупка сварочно-сборочного стола;584630.00;RUB;;;;;28.29: Машины и оборудование общего назначения прочие, не включенные в другие группировки;28.29: Машины и оборудование общего назначения прочие, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;22.04.2019;22.04.2019;Закупка завершена;;22.04.2019;07.05.2019;
223-ФЗ;№31907788103;Закупка у единственного поставщика (подрядчика, исполнителя);Строительство выставочного стенда на МВМС 2019 по авторскому дизайну;;;1;Строительство выставочного стенда на МВМС 2019 по авторскому дизайну;2875657.80;RUB;;;;;43.99: Работы строительные специализированные, не включенные в другие группировки;43.99: Работы строительные специализированные, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;18.04.2019;18.04.2019;Закупка завершена;;18.04.2019;;
223-ФЗ;№31907734743;Прочие;Закупка регулятора давления;;;1;Закупка регулятора давления;319000.00;RUB;;;;;28.14.11.122: Регуляторы давления, регуляторы температуры, регуляторы уровня и другие регуляторы;28.14.11.122: Регуляторы давления, регуляторы температуры, регуляторы уровня и другие регуляторы;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;05.04.2019;18.04.2019;Закупка завершена;;05.04.2019;25.04.2019;
223-ФЗ;№31907743717;Прочие;Закупка плунжерного насоса;;;1;Закупка плунжерного насоса;281375.47;RUB;;;;;28.13.11: Насосы топливные, смазочные насосы (лубрикаторы), насосы для охлаждающей жидкости и бетононасосы;28.13.11: Насосы топливные, смазочные насосы (лубрикаторы), насосы для охлаждающей жидкости и бетононасосы;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;09.04.2019;18.04.2019;Закупка завершена;;09.04.2019;25.04.2019;
223-ФЗ;№31907778374;Прочие;Услуги по мытью и чистке окон;;;1;Услуги по мытью и чистке окон;868653.22;RUB;;;;;81.10.1: Услуги по комплексному обслуживанию помещений;81.10.1: Услуги по комплексному обслуживанию помещений;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.04.2019;17.04.2019;Закупка завершена;;17.04.2019;30.04.2019;
44-ФЗ;№0372200034819000006;Электронный аукцион;"Выполнение работ по монтажу системы видеонаблюдения в здании СПб ГБПОУ ""Колледж судостроения и прикладных технологий"" по адресу: Санкт-Петербург, ул. Кораблестроителей, д. 18, лит. А";;'192780505901778050100100160013320000';;;2581500.00;RUB;;;;;33.20.42.000: Услуги по монтажу профессионального электронного оборудования;33.20.42.000: Услуги по монтажу профессионального электронного оборудования;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";28.03.2019;17.04.2019;Определение поставщика завершено;;28.03.2019;05.04.2019;
223-ФЗ;№31907745438;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Выполнение работ по гальваническому покрытию деталей ;;;1;Выполнение работ по гальваническому покрытию деталей;1500000.00;RUB;;;;;25.61.12: Услуги по нанесению на металлы неметаллических покрытий;25.61.12: Услуги по нанесению на металлы неметаллических покрытий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;09.04.2019;16.04.2019;Закупка завершена;;09.04.2019;19.04.2019;
44-ФЗ;№0372200034819000005;Электронный аукцион;Поставка, установка и пуско-наладка электромонтажной мастерской.;;'192780505901778050100100130012790000';;;10186840.00;RUB;;;;;27.90.11.900: Машины электрические и аппаратура специализированные прочие, не включенные в другие группировки;27.90.11.900: Машины электрические и аппаратура специализированные прочие, не включенные в другие группировки;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";22.03.2019;16.04.2019;Определение поставщика завершено;;22.03.2019;07.04.2019;
44-ФЗ;№0372200034819000004;Электронный аукцион;"Поставка, установка и пуско-наладка учебно-практического комплекса ""Материаловедение"" .";;'192780505901778050100100120012651000';;;5633070.00;RUB;;;;;26.51.62.110: Машины и приборы для испытания металлов;26.51.62.110: Машины и приборы для испытания металлов;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";22.03.2019;16.04.2019;Определение поставщика завершено;;22.03.2019;07.04.2019;
223-ФЗ;№31907772015;Закупка у единственного поставщика (подрядчика, исполнителя);Выполение работ по текущему ремонту коридора 1 этажа мастерских научно-образовательного технического центра судостроения и судоремонта МГУ им. адм. Г. И. Невельского;;;1;Выполение работ по текущему ремонту коридора 1 этажа мастерских научно-образовательного технического центра судостроения и судоремонта МГУ им. адм. Г. И. Невельского;3838702.00;RUB;;;;;43.31.10.110: Работы штукатурные внешние и внутренние с применением штукатурных сеток и дранок;43.31.10.110: Работы штукатурные внешние и внутренние с применением штукатурных сеток и дранок;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОРСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ АДМИРАЛА Г.И. НЕВЕЛЬСКОГО""";;16.04.2019;16.04.2019;Закупка завершена;;16.04.2019;;
223-ФЗ;№31907766703;Прочие;Поставка автоматизированной системы измерения действующих высот случайных антенн и коэффициентов реального затухания электромагнитных сигналов;;;1;Поставка автоматизированной системы измерения действующих высот случайных антенн и коэффициентов реального затухания электромагнитных сигналов.;1800000.00;RUB;;;;;26.51.43.120: Системы информационные электроизмерительные, комплексы измерительно-вычислительные и установки для измерения электрических и магнитных величин;26.51.43.120: Системы информационные электроизмерительные, комплексы измерительно-вычислительные и установки для измерения электрических и магнитных величин;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;15.04.2019;15.04.2019;Закупка завершена;;15.04.2019;22.04.2019;
44-ФЗ;№0124200000619000804;Электронный аукцион;"Поставка сварочных аппаратов для нужд ГБПОУ АО ""Техникум судостроения и машиностроения""";;'192290201625029020100100050040000000';;;5418371.10;RUB;;;;;27.90.31.110: Машины и оборудование электрические для пайки мягким и твердым припоем и сварки;27.90.31.110: Машины и оборудование электрические для пайки мягким и твердым припоем и сварки;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;13.03.2019;12.04.2019;Определение поставщика завершено;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;13.03.2019;11.04.2019;
223-ФЗ;№31907758345;Закупка у единственного поставщика (подрядчика, исполнителя);Закупка токарного расточного инструмента;;;1;Закупка токарного расточного инструмента;1734293.74;RUB;;;;;25.73.6: Инструмент прочий;25.73.6: Инструмент прочий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;11.04.2019;11.04.2019;Закупка завершена;;11.04.2019;;
223-ФЗ;№31907754398;Прочие;"Обеспечение сотрудников АО ""ДЦСС"" спецодеждой, спецобувью и другими средствами индивидуальной защиты";;;1;"Обеспечение сотрудников АО ""ДЦСС"" спецодеждой, спецобувью и другими средствами индивидуальной защиты";208643.64;RUB;;;;;46.42.1: Услуги по оптовой торговле одеждой и обувью;46.42.1: Услуги по оптовой торговле одеждой и обувью;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;11.04.2019;11.04.2019;Закупка завершена;;11.04.2019;18.04.2019;
223-ФЗ;№31907742047;Закупка у единственного поставщика (подрядчика, исполнителя);Закупка токарного инструмента для торцевых канавок	;;;1;Закупка токарного инструмента для торцевых канавок;287700.91;RUB;;;;;25.73.6: Инструмент прочий;25.73.6: Инструмент прочий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;08.04.2019;08.04.2019;Закупка завершена;;08.04.2019;;
223-ФЗ;№31907733506;Прочие;Закупка аккумуляторной батареи;;;1;Закупка аккумуляторной батареи;167800.00;RUB;;;;;27.20.22.000: Аккумуляторы свинцовые, кроме используемых для запуска поршневых двигателей;27.20.22.000: Аккумуляторы свинцовые, кроме используемых для запуска поршневых двигателей;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;05.04.2019;05.04.2019;Закупка завершена;;05.04.2019;17.04.2019;
223-ФЗ;№31907734254;Прочие;Закупка насосных агрегатов;;;1;Закупка насосных агрегатов;501054.00;RUB;;;;;"28.13.14: Насосы центробежные подачи жидкостей прочие; насосы прочие";"28.13.14: Насосы центробежные подачи жидкостей прочие; насосы прочие";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;05.04.2019;05.04.2019;Закупка завершена;;05.04.2019;17.04.2019;
223-ФЗ;№31907733682;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Закупка платформы VR Concept;;;1;Закупка платформы VR Concept;2474400.00;RUB;;;;;58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение;58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;05.04.2019;05.04.2019;Закупка завершена;;05.04.2019;17.04.2019;
223-ФЗ;№31907693024;Прочие;Выполнение работ по поверке средств измерений и аттестации испытательного оборудования.;;;1;Выполнение работ по поверке средств измерений и аттестации испытательного оборудования.;1500000.00;RUB;;;;;71.12.40.120: Услуги в области метрологии;71.12.40.120: Услуги в области метрологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;27.03.2019;04.04.2019;Закупка завершена;;27.03.2019;12.04.2019;
223-ФЗ;№31907728551;Закупка у единственного поставщика (подрядчика, исполнителя);Закупка полиса КАСКО на а/м Ауди;;;1;Закупка полиса КАСКО на а/м Ауди;164440.00;RUB;;;;;66: Услуги вспомогательные, связанные с услугами финансового посредничества и страхования;66: Услуги вспомогательные, связанные с услугами финансового посредничества и страхования;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;04.04.2019;04.04.2019;Закупка завершена;;04.04.2019;;
223-ФЗ;№31907728433;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание информационно- консультационных услуг по теме: «Раздельный учет при выполнении ГОЗ. Отчет об исполнении контракта и расходная декларация: сходство и различие подходов к организации раздельного учета при казначейском и банковском сопровождении;;;1;Оказание информационно- консультационных услуг по теме: «Раздельный учет при выполнении ГОЗ. Отчет об исполнении контракта и расходная декларация: сходство и различие подходов к организации раздельного учета при казначейском и банковском сопровождении;153450.00;RUB;;;;;82.30.11: Услуги по организации конференций;82.30.11: Услуги по организации конференций;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;04.04.2019;04.04.2019;Закупка завершена;;04.04.2019;;
223-ФЗ;№31907728280;Закупка у единственного поставщика (подрядчика, исполнителя);Услуги по организации участия в мероприятиях, проводимых в рамках Международного арктического форума;;;1;Услуги по организации участия в мероприятиях, проводимых в рамках Международного арктического форума;156000.00;RUB;;;;;82.30.1: Услуги по организации конференций и торговых выставок;82.30.1: Услуги по организации конференций и торговых выставок;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;04.04.2019;04.04.2019;Закупка завершена;;04.04.2019;;
44-ФЗ;№0372200034819000003;Электронный аукцион;Работы по перепланировке и переустройству части здания СПб ГБПОУ КСиПТ по адресу: Санкт-Петербург, ул. Кораблестроителей, д.18, лит.А.;;'192780505901778050100100150014120000';;;15222510.00;RUB;;;;;41.20.40.000: Работы строительные по возведению нежилых зданий и сооружений (работы по строительству новых объектов, возведению пристроек, реконструкции и ремонту зданий);41.20.40.000: Работы строительные по возведению нежилых зданий и сооружений (работы по строительству новых объектов, возведению пристроек, реконструкции и ремонту зданий);"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";20.03.2019;03.04.2019;Определение поставщика отменено;;20.03.2019;17.04.2019;
223-ФЗ;№31907680417;Прочие;"Оказание услуги по разработке дизайн-проекта для машины тепловой резки листового металлопроката ""Ритм-М""";;;1;"Оказание услуги по разработке дизайн-проекта для машины тепловой резки листового металлопроката ""Ритм-М""";216000.00;RUB;;;;;73.11.13.000: Услуги по разработке рекламного дизайна и концепции;73.11.13.000: Услуги по разработке рекламного дизайна и концепции;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;25.03.2019;03.04.2019;Закупка завершена;;25.03.2019;16.04.2019;
223-ФЗ;№31907715768;Закупка у единственного поставщика (подрядчика, исполнителя);Изготовление корпоративного буклета;;;1;Изготовление корпоративного буклета;180500.00;RUB;;;;;58.19.15: Материалы торгово-рекламные, каталоги торговые и аналогичная издательская продукция печатная;58.19.15: Материалы торгово-рекламные, каталоги торговые и аналогичная издательская продукция печатная;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;01.04.2019;01.04.2019;Закупка завершена;;01.04.2019;;
223-ФЗ;№31907704876;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Выполнение работ по поверке (калибровке) средств измерений ;;;1;Выполнение работ по поверке (калибровке) средств измерений;352645.00;RUB;;;;;71.12.40: Услуги в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции;71.12.40: Услуги в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;29.03.2019;29.03.2019;Закупка завершена;;29.03.2019;10.04.2019;
223-ФЗ;№31907697616;Прочие;Поставка одежды;;;1;Поставка одежды;2405015.00;RUB;;;;;14.19: Одежда прочая и аксессуары;14.19: Одежда прочая и аксессуары;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.03.2019;29.03.2019;Закупка завершена;;28.03.2019;10.04.2019;
223-ФЗ;№31907700940;Прочие;Механическая обработка корпусов черт. ИТШЛ.732041.008 и ИТШЛ.732041.009;;;1;Механическая обработка корпусов черт. ИТШЛ.732041.008 и ИТШЛ.732041.009;1569600.00;RUB;;;;;25.62: Услуги по обработке металлических изделий с использованием основных технологических процессов машиностроения;25.62: Услуги по обработке металлических изделий с использованием основных технологических процессов машиностроения;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.03.2019;28.03.2019;Закупка завершена;;28.03.2019;10.04.2019;
223-ФЗ;№31907700701;Закупка у единственного поставщика (подрядчика, исполнителя);Поставка стенда пульсирующей промывки СПП005;;;1;Поставка стенда пульсирующей промывки СПП005;2400000.00;RUB;;;;;28.12.15.110: Гидрораспределители;28.12.15.110: Гидрораспределители;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.03.2019;28.03.2019;Закупка завершена;;28.03.2019;;
223-ФЗ;№31907700638;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по организации участия в мероприятиях проводимых в рамках Петербургского международного экономического форума;;;1;Оказание услуг по организации участия в мероприятиях проводимых в рамках Петербургского международного экономического форума;350000.00;RUB;;;;;82.30.11: Услуги по организации конференций;82.30.11: Услуги по организации конференций;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.03.2019;28.03.2019;Закупка завершена;;28.03.2019;;
223-ФЗ;№31907700576;Закупка у единственного поставщика (подрядчика, исполнителя);"Корректировка рабочей документации электроснабжения КВД в рамках реализации мероприятия ""Реконструкция и техническое перевооружение предприятия для обеспечения ремонта АПЛ третьего поколения"" АО ""ДВЗ ""Звезда"".";;;1;"Корректировка рабочей документации электроснабжения КВД в рамках реализации мероприятия ""Реконструкция и техническое перевооружение предприятия для обеспечения ремонта АПЛ третьего поколения"" АО ""ДВЗ ""Звезда"".";508474.58;RUB;;;;;41.10: Документация проектная для строительства;41.10: Документация проектная для строительства;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.03.2019;28.03.2019;Закупка завершена;;28.03.2019;;
223-ФЗ;№31907694149;Прочие;Закупка стропов и захватов;;;1;Закупка стропов и захватов;161568.00;RUB;;;;;13.94.12.190: Шнуры, изделия канатные и веревочные, не включенные в другие группировки;13.94.12.190: Шнуры, изделия канатные и веревочные, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;27.03.2019;27.03.2019;Закупка завершена;;27.03.2019;06.04.2019;
223-ФЗ;№31907692132;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Выполнение составной части опытно-конструкторской работы «Проектирование технологических процесов» (Шифр «Вектор-ТП»);;;1;Выполнение составной части опытно-конструкторской работы «Проектирование технологических процесов» (Шифр «Вектор-ТП»);896667.00;RUB;;;;;72.19.29.000: Услуги, связанные с научными исследованиями и экспериментальными разработками в области технических наук в области технологий, прочие, кроме биотехнологии;72.19.29.000: Услуги, связанные с научными исследованиями и экспериментальными разработками в области технических наук в области технологий, прочие, кроме биотехнологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;27.03.2019;27.03.2019;Закупка завершена;;27.03.2019;08.04.2019;
223-ФЗ;№31907688903;Прочие;Оказание метрологических услуг;;;1;Оказание метрологических услуг;262200.00;RUB;;;;;71.12.40.120: Услуги в области метрологии;71.12.40.120: Услуги в области метрологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;27.03.2019;27.03.2019;Закупка завершена;;27.03.2019;06.04.2019;
223-ФЗ;№31907689891;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Выполнение составной части опытно-конструкторской работы «Разработка системы пневмо и гидро управления с проведением испытаний для регулирующей арматуры» (Шифр «Вектор-ПГП»);;;1;Выполнение составной части опытно-конструкторской работы «Разработка системы пневмо и гидро управления с проведением испытаний для регулирующей арматуры» (Шифр «Вектор-ПГП») ;1700000.00;RUB;;;;;72.19.29.000: Услуги, связанные с научными исследованиями и экспериментальными разработками в области технических наук в области технологий, прочие, кроме биотехнологии;72.19.29.000: Услуги, связанные с научными исследованиями и экспериментальными разработками в области технических наук в области технологий, прочие, кроме биотехнологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;27.03.2019;27.03.2019;Закупка завершена;;27.03.2019;08.04.2019;
